availability,detail,images,name,regular_price,sale_price,sku
In stock,"With a geometric stone and delicate metallic chain, the Teo Long Pendant Necklace in Blue Drusy is simple yet stunning.																",https://www.jewelryus.shop/images/cache/b/6/b6d7a8ebdf35eec4517d1a34bcb473b7.jpg,Teo Long Pendant Necklace in Blue Drusy,$100.00,$26.00,KS-0991
In stock,The bold rectangular silhouette of the Knox Drop Earrings is softened by the iridescent Kyocera Opal and crystal accents framed in Antique Silver.																,https://www.jewelryus.shop/images/cache/c/3/c3f94c079fbe38766f365a6216335a35.jpg,Knox Drop Earrings in Antique Silver,$150.00,$41.00,KS-1059
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in Teal Drusy, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/e/8/e8517c2d48962d45c57f8268c7573237.jpg,Ellie Silver Stud Earrings in Teal Drusy,$85.00,$21.89,KS-0981
In stock,"Whether you like your bracelets loose or close to the wrist, our adjustable Elaina Bracelet in Citrine is a delicate addition to any arm party. Gift Hint: This is perfect for November birthdays!																",https://www.jewelryus.shop/images/cache/c/c/ccd81071717f8be763ccab0979cc559d.jpg,Elaina Adjustable Chain Bracelet in Citrine,$70.00,$18.99,KS-1058
In stock,Add a colorful statement to your signature stack with the Daisy Gold Adjustable Chain Bracelet in Navy Cat's Eye.																,https://www.jewelryus.shop/images/cache/f/7/f7782971d086f1fc582b1db345dd35c9.jpg,Daisy Gold Adjustable Chain Bracelet in Navy Cat's Eye,$85.00,$21.89,KS-1125
In stock,"A classic pendant necklace with a delicate sloping silhouette, the Kacey Necklace in Brown Pearl adds a feminine touch to every look.																",https://www.jewelryus.shop/images/cache/9/f/9f275e287fb52b5abacc21182c999509.jpg,Kacey Long Pendant Necklace in Brown Pearl,$95.00,$24.50,KS-1121
In stock,"With an Ivory Mother-of-Pearl stone surrounded by crystal accents and linked to a stud with intricate detail, the Martha Statement Earrings in Rose Gold take stunning to the next level.																",https://www.jewelryus.shop/images/cache/c/d/cdfc815f7916d1fff0c25e54362850aa.jpg,Martha Statement Earrings in Rose Gold,$215.00,$60.50,KS-1124
In stock,"Asymmetrical Diamond accents add dynamic character to the Bonnie Stud Earrings in Rainbow Moonstone and 14k Rose Gold. With a modern heirloom feel, these earrings are a stunning conversation piece. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/1/8/18620a4fb120035ed677891ad7918a2e.jpg,Bonnie Stud Earrings in Rainbow Moonstone and 14k Rose Gold,$515.00,$150.50,KS-1118
In stock,"Upgrade your simple hoop with the Elora Hoop Earrings in Blush Pearl, featuring a dainty stone in our signature oval shape.																",https://www.jewelryus.shop/images/cache/8/a/8a6d3c65ad54817f174ebeb90232de72.jpg,Elora Hoop Earrings in Blush Pearl,$100.00,$26.00,KS-1120
In stock,"Finish off a romantic look with the Ana Statement Earrings in Gold, featuring floral filigree and featherlight fringe inspired by Tuscan landscapes.																",https://www.jewelryus.shop/images/cache/0/3/03babf34a5dd7cc2a10a0f04662491de.jpg,Ana Statement Earrings in Gold,$110.00,$29.00,KS-1119
In stock,Hammered stone faceting and strings of genuine stone beads create a show-stopping fringe with the Blossom Statement Earrings in Pyrite.																,https://www.jewelryus.shop/images/cache/1/9/191e07ca502c1b254071c14afbf0ac4e.jpg,Blossom Statement Earrings in Pyrite,$145.00,$39.50,KS-1063
In stock,"With an Ivory Mother-of-Pearl stone surrounded by crystal accents and linked to a stud with intricate detail, the Martha Statement Earrings in Gold take stunning to the next level.																",https://www.jewelryus.shop/images/cache/5/5/55d3b2d71d59a15e61b1120ad9592f69.jpg,Martha Statement Earrings in Gold,$215.00,$60.50,KS-1123
Out of Stock,"For a look that??s as regal as it is trendy, look no further than our Violette Stackable Ring Set with crown inspired details.																",https://www.jewelryus.shop/images/cache/4/c/4cc38d272c4649554f960ae1456eab77.jpg,Violette Stackable Ring Set,$115.00,$30.50,KS-1064
In stock,"Our classic oval shape goes dainty in the Lee Silver Drop Earrings in Rose Quartz, a subtle take on a signature style.																",https://www.jewelryus.shop/images/cache/8/c/8c169c39ded63ea67ebbbccc140a525e.jpg,Lee Silver Drop Earrings in Rose Quartz,$70.00,$18.99,KS-1115
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Adjustable Chain Bracelet in Berry Glass is a delicate addition to any arm party. This beautiful chain bracelet is a perfect go-to for everyday wear and adds a little extra sparkle to your outfit. Wear it alone or stack more around it for even more style. You can??t go wrong with having this classic Elaina Adjustable Chain Bracelet in your jewelry box.																",https://www.jewelryus.shop/images/cache/e/a/ead4e8e821125c5abf7554515805e0fb.jpg,Elaina Adjustable Chain Bracelet in Berry Glass,$59.97,$13.99,KS-1122
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Adjustable Chain Bracelet in Aqua Apatite is a delicate addition to any arm party. This beautiful chain bracelet is a perfect go-to for everyday wear and adds a little extra sparkle to your outfit. Wear it alone or stack more around it for even more style. You can??t go wrong with having this classic Elaina Adjustable Chain Bracelet in your jewelry box.																",https://www.jewelryus.shop/images/cache/3/3/338e44367af2a8ae5d828b0891dfadaf.jpg,Elaina Adjustable Chain Bracelet in Aqua Apatite,$64.97,$17.89,KS-1111
In stock,"Meet the Parsons Earring, a bold new style that combines colorful custom-cut Turquoise Magnesite and gold metallic detail for a statement that is sure to elevate any look.																",https://www.jewelryus.shop/images/cache/f/e/fefa6c805050b8b85e46499e955ab8a3.jpg,Parsons Statement Earrings in Turquoise,$105.00,$27.50,KS-1114
In stock,"With regal details studded by crystals and a gentle sloping silhouette, the Vern Pendant Necklace in Silver is an elegant statement for any special day.																",https://www.jewelryus.shop/images/cache/7/6/7623666dd2ad4f199421cb064854c727.jpg,Vern Pendant Necklace in Silver,$100.00,$26.00,KS-1116
In stock,"Add some statement to your bracelet stack with the Harp Adjustable Bracelet in Silver, made with delicate metallic details and a touch of pave sparkle.																",https://www.jewelryus.shop/images/cache/a/6/a6bb0bfb75716e7a8e3df17d9153711c.jpg,Harp Adjustable Chain Bracelet in Silver,$100.00,$26.00,KS-1108
In stock,"Your favorite everyday accessory receives a sparkling update with the Bea Drop Earrings, featuring a subtle sloping silhouette and studded crystals surrounding a delicate Gold frame. Throw your hair into an up-do, walk confidently, and show off these stunning Bea Drop Earrings.																",https://www.jewelryus.shop/images/cache/c/e/ce3bd1317e743d8538932486d774d9ae.jpg,Bea Drop Earrings in Gold,$90.00,$23.00,KS-1109
In stock,"With crystal accents that surround a signature silhouette, the Juniper Drop Earrings in Emerald Glass create a delicate yet daring look.																",https://www.jewelryus.shop/images/cache/4/0/40ddabcf7be9a62a701db26b9908f7b9.jpg,Juniper Drop Earrings in Emerald Glass,$64.97,$17.89,KS-1110
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Silver Stud Earrings in Rose Quartz, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/d/f/df52d01477e3e8a3cac8c15f1239a3b1.jpg,Ellie Silver Stud Earrings in Rose Quartz,$70.00,$18.99,KS-1106
In stock,"Crafted with an adjustable closure and a diamond accent, the Benson Adjustable Bracelet in Pink Tourmaline and 14k Yellow Gold features an edgy and elevated update to our iconic oval silhouette. Whether worn alone or as part of a stack, there??s nowhere you can??t wear this piece.																",https://www.jewelryus.shop/images/cache/e/0/e0bca34a8adaa20d26aafa4948e77219.jpg,Benson Adjustable Bracelet in Pink Tourmaline and 14k Yellow Gold,$515.00,$150.50,KS-1172
In stock,"Make an artful statement with the Aryn Pendant Necklace in Pink Tourmaline and 14k Yellow Gold, featuring pav?? diamonds and an adjustable neckline. At once stylish and subdued, this necklace provides the perfect accent to every outfit.																",https://www.jewelryus.shop/images/cache/a/0/a0531d72108baf299892d7f0eca4f9f3.jpg,Aryn Pendant Necklace in Pink Tourmaline and 14k Yellow Gold,$615.00,$180.50,KS-1173
In stock,"Elevate your everyday with the Pattie Pendant Necklace in Iridescent Drusy, accented by a clean rectangular shape and dash of drusy.																",https://www.jewelryus.shop/images/cache/0/f/0fceb65f5f450d4bd7060868c6133891.jpg,Pattie Gold Pendant Necklace in Iridescent Drusy,$80.00,$20.69,KS-1117
In stock,"With a gathering of Pave Diamonds on a 14k Yellow Gold backdrop, the Gypsy Stud Earrings provide maximum sparkle on petite studs. Wear these high-impact earrings to add that something special to your everyday and beyond. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/0/1/0164bf4d3244e693dfb7d5fb4fdd7ebc.jpg,Gypsy Stud Earrings in White Diamond and 14k Yellow Gold,$420.00,$122.00,KS-1167
In stock,"Crafted with an adjustable closure and a diamond accent, the Benson Adjustable Bracelet in Rainbow Moonstone and 14k Yellow Gold features an edgy and elevated update to our iconic oval silhouette. Whether worn alone or as part of a stack, there is nowhere you can't wear this piece. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/d/d/ddd8966bd8540a01538eae8c4ed6c158.jpg,Benson Adjustable Bracelet in Rainbow Moonstone and 14k Yellow Gold,$470.00,$137.00,KS-1169
In stock,"Featuring an adjustable closure and diamond accent, the Alina Choker Necklace in Neutral Gemstone Mix and 14k Yellow Gold shines with stunning semi-precious gemstones. Wear this artful piece to perfect your everyday look or layer with other styles for a simple statement. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/e/9/e97b8b84d324c47e0f1c5ab7ec039c98.jpg,Alina Choker Necklace in Neutral Gemstone Mix and 14k Yellow Gold,$670.00,$157.00,KS-1164
In stock,"Loved for a chic pendant with subtle personality, the Marisa Necklace in 14k Yellow Gold features Pave Diamonds that sparkle at every angle. Whether you layer on another style or wear it alone, there is nothing you can't wear with this timeless necklace. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/9/c/9c981eb822780e38d1c533afa8c6f672.jpg,Marisa Pendant Necklace in White Diamond and 14k Yellow Gold,$420.00,$122.00,KS-1170
In stock,"Make an artful statement with the Aryn Pendant Necklace in Rainbow Moonstone and 14k Yellow Gold, featuring Pave Diamonds and an adjustable neckline. At once stylish and subdued, this necklace provides the perfect accent to every outfit. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/e/2/e208930072ff7187dbaf23d02775ead9.jpg,Aryn Pendant Necklace in Rainbow Moonstone and 14k Yellow Gold,$570.00,$167.00,KS-1168
In stock,"Upgrade your simple hoop with the Elora Gold Hoop Earrings in Goldstone, featuring a dainty stone in our signature oval shape.																",https://www.jewelryus.shop/images/cache/2/1/21d88f5c1b2c32d9ec784421a6fbf959.jpg,Elora Gold Hoop Earring In Goldstone,$90.00,$23.00,KS-1160
In stock,"Make a subtle statement with the studded accents and line of Pave Diamonds on the Dorothy Stud Earrings. With true heirloom style and 14k Yellow Gold, you can wear these earrings for years to come. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/1/0/10345f1ac15e29b4bc96d28617cd14fa.jpg,Dorothy Stud Earrings in White Diamond and 14k Yellow Gold,$420.00,$122.00,KS-1162
Out of Stock,"Our iconic oval silhouette gets an edgy and elevated update with the Chastain Ring in Rainbow Moonstone and 14k Gold, featuring a Diamond accent for a hint of sparkle. A stunner that stands out on its own, it also makes the perfect complement to your everyday ring stack. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/b/c/bc5a25bea3bbfd5ce4d885b944dc695c.jpg,Chastain Ring in Gold White,$175.00,$30.50,KS-1165
In stock,"Modern elegance radiates from the Taylor Stud Earrings in Orange, a fool-proof accessory to elevate any look.																",https://www.jewelryus.shop/images/cache/d/b/dbdd2ca84cb3eae25d24cae90aa0899c.jpg,Taylor Gold Stud Earrings in Orange,$80.00,$20.69,KS-1158
In stock,"0.49"" L x 0.57"" W Pendant On 15""L Chain + 2"" Extender",https://www.jewelryus.shop/images/cache/7/7/77a211e206f21792b2c839f6e6a66467.jpg,Ari Heart Gold Pendant Necklace in Dichroic Glass,$33.60,$18.99,Necklace-004
In stock,"0.49"" L x 0.57"" W Pendant On 15""L Chain + 2"" Extender",https://www.jewelryus.shop/images/cache/1/5/1589032072eb9c284506871c58905765.jpg,Ari Heart Gold Pendant Necklace in Iridescent Drusy,$40.60,$18.99,Necklace-003
In stock,"Asymmetrical Diamond accents add dynamic character to the Bonnie Stud Earrings in Rainbow Moonstone and 14k Yellow Gold. With a modern heirloom feel, these earrings are a stunning conversation piece. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/1/6/166972c8ed38b2b65044d45b5abce504.jpg,Bonnie Stud Earrings in Rainbow Moonstone and 14k Yellow Gold,$515.00,$150.50,KS-1171
In stock,"0.49L x 0.57W pendant on 15""L chain with 2"" extender",https://www.jewelryus.shop/images/cache/3/c/3cd9f24087fe258cebe6def47d9276d5.jpg,Ari Heart Silver Pendant Necklace in Watercolor Illusion,$33.60,$18.99,Necklace-001
In stock,"Defined by a dusting of Pave Diamonds and dainty stud accents, the Molly Adjustable Chain Bracelet in 14k Yellow Gold looks stunning whether sparkling on its own or elegantly layered. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/d/8/d82c8b32c96d51ff903aec8d52ec8f9b.jpg,Molly Adjustable Chain Bracelet in White Diamond and 14k Yellow Gold,$495.00,$144.50,KS-1163
